Gene ID	Gene Name	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'female'.p-value	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'female'.log2foldchange	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'male'.p-value	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'male'.log2foldchange
ENSMUSG00000001911	Nfix	0.768832064152954	-0.2	0.0115961678005148	-0.2
ENSMUSG00000001918	Slc1a5	0.957517465504705	0.2	0.130950906918598	-0.2
ENSMUSG00000001924	Uba1	0.931293988006445	-0.1	0.018517105530647	-0.2
ENSMUSG00000001930	Vwf	0.979637246113311	0.1	0.88598390763864	0.1
ENSMUSG00000001942	Siae	0.484217003285105	-0.3	0.412141091082903	-0.1
ENSMUSG00000001943	Vsig2	NA	-0.3	0.567967126220802	-0.1
ENSMUSG00000001946	Esam	0.983356708097913	0.1	0.310610674783368	-0.1
ENSMUSG00000001948	Spa17	0.988077505026325	0	0.096603454558122	0.7
ENSMUSG00000001962	Fam50a	0.997683156048348	0	0.647786118129868	-0.1
ENSMUSG00000001964	Emd	0.903467532135518	-0.2	0.730203242144975	0
ENSMUSG00000001983	Taco1	0.978033528963831	0.1	0.436500107856814	-0.1
ENSMUSG00000001985	Grik3	0.768832064152954	-0.6	0.481894386564254	0.4
ENSMUSG00000001986	Gria3	0.74106736675887	-0.4	0.424772059902609	0.3
ENSMUSG00000001988	Npas1	0.843911769505534	-0.5	0.770678526046749	0.2
ENSMUSG00000001995	Sipa1l2	0.000329103883602221	0.4	7.33409118308523e-07	0.4
ENSMUSG00000001998	Ap4e1	0.891258725320213	-0.2	0.981463321095147	0
ENSMUSG00000001999	Blvra	0.00156687891686813	0.7	1.41158969924012e-06	0.6
ENSMUSG00000002006	Pdzd4	0.912223157600996	-0.3	0.146437126920571	0.4
ENSMUSG00000002007	Srpk3	0.990992399584469	0	0.724414560642421	-0.2
ENSMUSG00000002010	Idh3g	0.993844543482029	0	0.224323708232159	-0.2
ENSMUSG00000002012	Pnck	NA	-0.4	0.918344601698866	0.1
ENSMUSG00000002014	Ssr4	0.995187671336938	0	0.671825656067312	-0.1
ENSMUSG00000002015	Bcap31	0.962558895573265	0.1	0.794916962827141	-0.1
ENSMUSG00000002017	Fam98a	0.988077505026325	0	0.46764481140277	0.1
ENSMUSG00000002020	Ltbp2	0.910971136737365	0.3	0.80688897676328	0.1
ENSMUSG00000002028	Kmt2a	0.954318228439284	-0.1	0.823461545850144	0
ENSMUSG00000002031	Ift46	0.964893050621764	0	0.757647583226643	0
ENSMUSG00000002032	Tmem25	0.714655214099731	-0.6	0.00574344837495249	1.2
ENSMUSG00000002033	Cd3g	0.912223157600996	0.3	0.714082503032775	0.2
ENSMUSG00000002043	Trappc6a	0.802432952085901	-0.2	0.74591364853627	-0.1
ENSMUSG00000002052	Supt6	0.850976591331619	-0.2	0.223274542844699	-0.1
ENSMUSG00000002055	Spag5	0.988077505026325	-0.1	0.906150408952277	0.1
ENSMUSG00000002057	Foxn1	NA	-0.1	NA	0
ENSMUSG00000002058	Unc119	0.780714204249915	0.3	0.957181852890513	0
ENSMUSG00000002059	Rab34	0.994143526018358	0	0.0100768976239717	-0.3
ENSMUSG00000002064	Sdf2	0.952317992153847	-0.1	0.731631852645399	-0.1
ENSMUSG00000002068	Ccne1	0.932338298644289	0.2	0.889832102849157	-0.1
ENSMUSG00000002076	Hsf2bp	0.981217589773868	-0.1	0.946092845447755	0.1
ENSMUSG00000002083	Bbc3	0.994143526018358	0	0.0582965252143119	-0.5
ENSMUSG00000002100	Mybpc3	0.802070934167312	-0.6	0.849049548422897	0.1
ENSMUSG00000002102	Psmc3	0.964893050621764	-0.1	0.72699568726754	-0.1
ENSMUSG00000002103	Acp2	0.940585215446722	0.1	0.61311702973113	0.1
ENSMUSG00000002104	Rapsn	0.734768719358513	0.6	0.643290077941379	0.2
ENSMUSG00000002105	Slc39a13	0.964893050621764	-0.1	0.239155326830918	-0.3
ENSMUSG00000002107	Celf2	0.989473296544104	0	0.0275863399839294	-0.2
ENSMUSG00000002108	Nr1h3	0.898895671592601	0.3	0.598659211110681	-0.1
ENSMUSG00000002109	Ddb2	0.993952565402855	0	0.0470233696901828	0.3
ENSMUSG00000002111	Spi1	0.997602284153199	0	0.753181932240794	0.1
ENSMUSG00000002129	Sf3a1	0.955245012971975	-0.1	0.999220352606517	0
ENSMUSG00000002147	Stat6	0.293337329048357	-0.3	0.339422175276595	-0.2
ENSMUSG00000002190	Clgn	0.4206757971692	0.9	1.25753760120491e-07	2
ENSMUSG00000002204	Napsa	0.985119064813798	0.1	0.01940012183886	0.9
ENSMUSG00000002205	Vrk3	0.861104139828025	-0.2	0.786902948528165	0.1
ENSMUSG00000002210	Smg9	0.955245012971975	-0.1	0.860889692177624	0
ENSMUSG00000002221	Paxip1	0.995187671336938	0	0.422470742154192	0.2
ENSMUSG00000002222	Rmnd5a	0.962558895573265	0.1	0.446960396600698	0.1
ENSMUSG00000002227	Mov10	0.947816314856827	-0.1	0.00192388465967734	-0.3
ENSMUSG00000002228	Ppm1j	0.926700125623448	0.3	0.0416700681678937	0.5
ENSMUSG00000002233	Rhoc	0.914182453223414	-0.2	0.191268879318897	-0.2
ENSMUSG00000002240	Prr27	NA	0	NA	0
ENSMUSG00000002249	Tead3	0.903593338456232	-0.3	0.67675650142999	-0.1
ENSMUSG00000002250	Ppard	0.942307733772518	-0.1	0.148770012578206	-0.2
ENSMUSG00000002257	Def6	0.867423559353076	-0.4	0.826823660001165	-0.1
ENSMUSG00000002265	Peg3	0.950753603810278	-0.3	0.886576373168463	-0.1
ENSMUSG00000002266	Zim1	0.989473296544104	-0.1	0.166357545256988	0.7
ENSMUSG00000002274	Metrn	0.847221359725078	-0.4	0.108129006241893	-0.5
ENSMUSG00000002279	Lmf1	0.988077505026325	0	4.44655897434075e-05	-0.5
ENSMUSG00000002280	Ciao3	0.993952565402855	0	0.864714520407046	0
ENSMUSG00000002289	Angptl4	0.969610511627508	0.2	0.787042156795024	-0.1
ENSMUSG00000002297	Dbf4	0.92711517020975	0.1	0.375878596330934	0.3
ENSMUSG00000002307	Daxx	0.986974275020778	0	0.179595601218592	-0.2
ENSMUSG00000002308	Cd320	0.989473296544104	0	0.0260319225518849	-0.5
ENSMUSG00000002319	Ipo4	0.96600069610891	-0.1	0.20116346177032	-0.2
ENSMUSG00000002320	Tm9sf1	0.881692437970061	-0.1	0.957828299160666	0
ENSMUSG00000002324	Rec8	0.895902076248522	-0.4	0.110952859547156	0.6
ENSMUSG00000002325	Irf9	0.964893050621764	0.1	0.00478180948125119	0.3
ENSMUSG00000002326	Gmpr2	0.982286243280519	0.1	0.452252461368106	-0.1
ENSMUSG00000002329	Mdp1	0.989473296544104	0	0.80203059851527	0
ENSMUSG00000002332	Dhrs1	0.93660277796095	-0.1	0.631599448604372	0.1
ENSMUSG00000002341	Ncan	0.95813240023074	0.2	0.747802231333421	-0.2
ENSMUSG00000002342	Tmem161a	0.93822924645513	-0.1	0.409487805954343	-0.1
ENSMUSG00000002343	Armc6	0.990528374056276	0	0.0893644558029127	-0.3
ENSMUSG00000002345	Borcs8	0.978033528963831	0	0.0523991949662692	-0.2
ENSMUSG00000002346	Slc25a42	0.940585215446722	0.2	0.097062470709683	0.3
ENSMUSG00000002365	Snx9	0.843911769505534	0.1	0.695449449989729	0.1
ENSMUSG00000002372	Ranbp3	0.964893050621764	-0.1	0.192891146427989	-0.1
ENSMUSG00000002379	Ndufa11	0.93822924645513	-0.1	0.431248481427928	-0.1
ENSMUSG00000002384	Bmp8b	0.953246711876594	-0.2	NA	-0.1
ENSMUSG00000002393	Nr2f6	0.594403256607671	-0.4	0.667597534971126	-0.1
ENSMUSG00000002395	Use1	0.87159583867488	-0.2	0.532944808865767	-0.1
ENSMUSG00000002396	Ocel1	0.885091014035072	-0.1	0.367909476582152	-0.1
ENSMUSG00000002409	Dyrk1b	0.996874574825845	0	0.0966968678553208	-0.2
ENSMUSG00000002413	Braf	0.976629177129948	-0.1	0.435308078727579	0.2
ENSMUSG00000002416	Ndufb2	0.989473296544104	0	0.392847976641523	-0.1
ENSMUSG00000002428	Hltf	0.944397893946403	-0.1	0.30788355235816	0.2
ENSMUSG00000002455	Prpf6	0.947668944261202	-0.1	0.798295666756012	0
ENSMUSG00000002458	Rgs19	0.994143526018358	0	0.487596759054227	-0.1
ENSMUSG00000002459	Rgs20	0.877124888239448	0.4	NA	0
ENSMUSG00000002475	Abhd3	0.689304043005411	0.5	0.625415619903819	0.1
ENSMUSG00000002477	Snrpd1	0.988077505026325	0	0.265925484203545	0.2
ENSMUSG00000002486	Tchp	0.982286243280519	-0.1	0.591390970320008	0.1
ENSMUSG00000002489	Tiam1	NA	-0.5	0.260157671846551	-0.3
ENSMUSG00000002496	Tsc2	0.914182453223414	-0.1	0.0394309526861218	-0.2
ENSMUSG00000002500	Rpl3l	0.950132775654211	0.3	NA	-0.4
ENSMUSG00000002504	Slc9a3r2	0.99813502327618	0	0.679630512237874	0.1
ENSMUSG00000002524	Puf60	0.947668944261202	-0.1	0.394293768790344	-0.1
ENSMUSG00000002546	Golga2	0.978033528963831	-0.1	0.460505443484458	-0.1
ENSMUSG00000002550	Uck1	0.92711517020975	0.2	0.147251698452678	-0.2
ENSMUSG00000002565	Scin	0.962026338505069	0.2	0.0817261050215036	-0.7
ENSMUSG00000002578	Ikzf4	0.819872266616093	-0.4	0.0522869307593723	0.9
ENSMUSG00000002580	Mien1	0.141003177740477	-0.4	0.012520375334503	-0.4
ENSMUSG00000002588	Pon1	0.39096131460357	0.8	0.340912854857871	0.4
ENSMUSG00000002602	Axl	0.930391458980354	-0.2	0.0418946821197836	-0.4
ENSMUSG00000002603	Tgfb1	0.768832064152954	-0.2	0.119864684461571	-0.3
ENSMUSG00000002608	Ccdc97	0.949705491962278	-0.1	0.0552912652426123	-0.3
ENSMUSG00000002617	Zfp40	0.877124888239448	0.3	0.130201647901961	0.5
ENSMUSG00000002625	Akap8l	0.990229626659942	0	0.771595933159473	-0.1
ENSMUSG00000002633	Shh	NA	-0.1	0.14806215373721	0.6
ENSMUSG00000002635	Pdcd2l	0.98095238524896	0	0.905796125007481	0
ENSMUSG00000002658	Gtf2f1	0.922610660400577	-0.2	0.501181449849302	-0.1
ENSMUSG00000002660	Clpp	0.981217589773868	0.1	0.574561670207158	-0.1
ENSMUSG00000002661	Alkbh7	0.972499438820301	-0.1	0.828544254439631	-0.1
ENSMUSG00000002664	Pspn	0.979637246113311	0.1	NA	-0.7
ENSMUSG00000002668	Dennd1c	0.952317992153847	0.1	0.952747039304444	0
ENSMUSG00000002679	Med6	0.882406590726005	-0.1	0.978701501135624	0
ENSMUSG00000002688	Prkd1	0.931293988006445	0.2	0.777927921501333	-0.1
ENSMUSG00000002699	Lcp2	0.980047692248723	0.1	0.692700684345433	0.1
ENSMUSG00000002718	Cse1l	0.939520496337735	0.1	0.02178758406973	0.4
ENSMUSG00000002728	Naa20	0.893427262120802	0.1	0.133205097940842	0.2
ENSMUSG00000002731	Prkra	0.982286243280519	0	0.23728812021433	-0.1
ENSMUSG00000002732	Fkbp7	0.633370658174452	-0.4	0.00213793476035399	-0.4
ENSMUSG00000002733	Plekha3	0.965367082526809	-0.1	0.273838316807456	-0.1
ENSMUSG00000002741	Ykt6	0.903593338456232	-0.1	0.197699194630496	-0.2
ENSMUSG00000002748	Baz1b	0.847101522513678	0.2	0.596344566741746	0.1
ENSMUSG00000002763	Pex6	0.964893050621764	-0.1	2.59569629599048e-05	-0.5
ENSMUSG00000002767	Mrpl2	0.980645002023466	-0.1	0.447214447559636	-0.1
ENSMUSG00000002768	Mea1	0.912499341524681	-0.2	0.277449115566388	-0.2
ENSMUSG00000002769	Gnmt	0.982286243280519	0.1	0.408491473642801	0.4
ENSMUSG00000002771	Grin2d	0.213173478540382	-0.6	0.928138385612755	0
ENSMUSG00000002778	Kdelr1	0.985426479620235	0	0.00160994323662179	-0.3
ENSMUSG00000002781	Tmem143	0.985119064813798	0.1	0.0150166696533482	-0.3
ENSMUSG00000002791	Pdxk-ps	NA	0.1	NA	0.8
ENSMUSG00000002797	Ggct	0.0277141672671603	0.6	0.0268558298438284	0.4
ENSMUSG00000002799	Jag2	0.881023015719009	-0.4	0.250868967400719	0.2
ENSMUSG00000002803	Btbd6	0.65587647104447	-0.2	0.830665676647661	0
ENSMUSG00000002804	Nudt14	0.571898525769427	-0.5	0.531971184475112	0.2
ENSMUSG00000002808	Epdr1	0.82644446543379	-0.3	8.70727996534906e-06	-1.1
ENSMUSG00000002812	Flii	0.783290212223058	-0.2	0.00298437316915078	-0.2
ENSMUSG00000002814	Top3a	0.947816314856827	0.1	0.607120286639173	-0.1
ENSMUSG00000002820	Atg4d	0.952222351189088	-0.1	0.0944591783485612	-0.2
ENSMUSG00000002825	Qtrt1	0.947668944261202	-0.2	0.550642370403152	-0.1
ENSMUSG00000002831	Plin4	0.919987337728712	-0.3	3.42110277086519e-14	-0.8
ENSMUSG00000002833	Hdgfl2	0.508774760862597	-0.3	0.00210918686319951	-0.4
ENSMUSG00000002835	Chaf1a	0.996186643796172	0	0.169996880289682	0.3
ENSMUSG00000002844	Adprh	0.926700125623448	-0.1	0.632491376749577	-0.1
ENSMUSG00000002845	Tmem39a	0.988077505026325	0	0.771146948549419	-0.1
ENSMUSG00000002846	Timmdc1	0.998611847093032	0	0.296574211507462	-0.1
ENSMUSG00000002847	Pla1a	0.994143526018358	0	0.00138311467202239	-0.8
ENSMUSG00000002870	Mcm2	0.999532109316737	0	0.213550527706857	0.3
ENSMUSG00000002871	Tpra1	0.45880506855862	-0.2	0.525851030250831	-0.1
ENSMUSG00000002881	Nab1	0.989473296544104	0	0.533578633028309	0.1
ENSMUSG00000002885	Adgre5	0.54666268060033	-0.4	3.74793649711164e-06	-0.7
ENSMUSG00000002897	Il17ra	0.911378774250757	0.3	0.398181088484137	-0.1
ENSMUSG00000002900	Lamb1	0.979637246113311	0.1	0.559281010657908	0.1
ENSMUSG00000002908	Kcnn1	0.877361282178848	-0.2	0.0975754562184108	-0.3
ENSMUSG00000002910	Arrdc2	0.843911769505534	-0.2	0.968265638211638	0
ENSMUSG00000002930	Ppp1r17	NA	0	NA	0
ENSMUSG00000002944	Cd36	0.909939023447046	0.3	0.774413363063406	0.1
ENSMUSG00000002948	Map2k7	0.877124888239448	-0.1	0.679987925554818	-0.1
ENSMUSG00000002949	Timm44	0.996902735873204	0	0.729932523719674	-0.1
ENSMUSG00000002957	Ap2a2	0.989473296544104	0	0.838277805523101	0
ENSMUSG00000002963	Pnkp	0.941063464967464	-0.1	0.482740955640986	-0.1
ENSMUSG00000002968	Med25	0.952222351189088	-0.1	0.522830230662017	-0.1
ENSMUSG00000002980	Bcam	0.489014966934012	-0.4	0.991336479704572	0
ENSMUSG00000002981	Clptm1	0.982130662193345	0	0.523404919856319	-0.1
ENSMUSG00000002983	Relb	0.988077505026325	0	0.63328389077276	0.1
ENSMUSG00000002984	Tomm40	0.964893050621764	-0.1	0.279481974802914	-0.2
ENSMUSG00000002985	Apoe	0.966399481071221	0.1	0.519812659402301	-0.1
ENSMUSG00000002992	Apoc2	NA	0	NA	0
ENSMUSG00000002996	Hbp1	0.944397893946403	0.1	0.86716021703222	0
ENSMUSG00000002997	Prkar2b	0.949705491962278	0.2	0.849975496445141	0
ENSMUSG00000003031	Cdkn1b	0.987419154751267	0	0.751282476358639	0.1
ENSMUSG00000003032	Klf4	0.754578829256507	-0.3	0.499788662182759	0.1
ENSMUSG00000003033	Ap1m1	0.989473296544104	0	0.102288515539636	-0.1
ENSMUSG00000003037	Rab8a	0.86689621727423	-0.1	0.533316007856545	-0.1
ENSMUSG00000003038	Hmgn2	0.992090861301275	0	0.964511730456383	0
ENSMUSG00000003039	Fam32a	0.382150248454591	-0.2	0.164326237012225	-0.1
ENSMUSG00000003051	Elf3	0.962558895573265	-0.1	0.252347050803116	0.4
ENSMUSG00000003053	Cyp2c29	0.969610511627508	-0.1	NA	0.1
ENSMUSG00000003062	Stard3nl	0.965240753165873	0.1	0.63338705651701	-0.1
ENSMUSG00000003068	Stk11	0.965097311765382	-0.1	0.216035641830115	-0.2
ENSMUSG00000003070	Efna2	0.960960281395572	-0.1	0.135621487360339	-0.3
ENSMUSG00000003072	Atp5d	0.966684878851291	-0.1	0.0512323321259729	-0.3
ENSMUSG00000003099	Ppp5c	0.937388452380006	-0.1	0.621653460409432	-0.1
ENSMUSG00000003119	Cdk12	0.989473296544104	0	0.554312643458798	-0.1
ENSMUSG00000003123	Lipe	0.981389262829797	0.1	0.061611483290872	-0.3
ENSMUSG00000003131	Pafah1b2	0.996874574825845	0	0.476103332038244	0.1
ENSMUSG00000003134	Tbc1d8	NA	-0.3	0.0277324449494625	0.3
ENSMUSG00000003135	Cnot11	0.995426125586454	0	0.485247346302551	0.1
ENSMUSG00000003153	Slc2a3	0.964893050621764	-0.2	0.981244129263357	0
ENSMUSG00000003154	Foxj2	0.860048756189538	-0.1	0.360439156074957	-0.1
ENSMUSG00000003161	Sri	0.962558895573265	-0.1	0.425256410013318	0.1
ENSMUSG00000003166	Dgcr2	0.956726275690101	0	0.740989775035203	0
ENSMUSG00000003184	Irf3	0.847221359725078	-0.2	0.285420323990254	-0.2
ENSMUSG00000003190	Bcl2l12	0.975917361104689	-0.1	0.0267563981123587	-0.4
ENSMUSG00000003198	Zfp959	0.853530196862553	0.3	0.00550471299386266	0.7
ENSMUSG00000003199	Mpnd	0.850976591331619	0.2	0.907184281311799	0
ENSMUSG00000003200	Sh3gl1	0.883175584215295	-0.1	0.0614276633285202	-0.2
ENSMUSG00000003206	Ebi3	0.921895101802523	0.2	0.408330202241345	0.3
ENSMUSG00000003208	Yju2	0.986765531987777	0	0.855103538726893	0
ENSMUSG00000003226	Ranbp2	0.883175584215295	0.2	0.120626164482183	0.4
ENSMUSG00000003227	Edar	NA	-0.2	NA	0.2
ENSMUSG00000003228	Grk5	0.0318003788367756	0.6	0.0621239844739843	0.3
ENSMUSG00000003233	Dvl3	0.947668944261202	-0.1	0.598981507562553	0.1
ENSMUSG00000003234	Abcf3	0.97877847397225	0	0.849975496445141	0
ENSMUSG00000003235	Eif2b5	0.989473296544104	0	0.641330458859677	-0.1
ENSMUSG00000003269	Cyth2	0.97877847397225	0.1	0.625045230769347	-0.1
ENSMUSG00000003271	Sult2b1	0.970751010590623	0.2	0.439932976455297	0.4
ENSMUSG00000003273	Car11	0.979637246113311	0.1	0.438664448447876	-0.2
ENSMUSG00000003279	Dlgap1	0.730928300651295	0.6	0.0138990949006919	1.1
ENSMUSG00000003282	Plag1	0.872643997469941	-0.4	0.169597741724894	0.6
ENSMUSG00000003283	Hck	0.993887174766279	0	0.5961611962398	0.2
ENSMUSG00000003299	Mrpl4	0.903593338456232	-0.1	0.0884070886769501	-0.3
ENSMUSG00000003308	Keap1	0.850976591331619	-0.2	0.016014471691489	-0.2
ENSMUSG00000003309	Ap1m2	NA	-0.2	0.122361042364684	0.6
ENSMUSG00000003316	Glg1	0.803152918857252	-0.1	0.238415013228754	-0.1
ENSMUSG00000003341	Atp8b3	NA	0.4	NA	0.9
ENSMUSG00000003344	Btbd2	0.537045698762589	-0.2	0.00818591236990711	-0.3
ENSMUSG00000003345	Csnk1g2	0.808559172748091	-0.2	0.00817299839330462	-0.3
ENSMUSG00000003346	Abhd17a	0.968050500184298	-0.1	0.135621487360339	-0.2
ENSMUSG00000003348	Mob3a	0.912499341524681	-0.2	0.330332057071553	-0.2
ENSMUSG00000003352	Cacnb3	0.872643997469941	-0.3	0.482740955640986	-0.2
ENSMUSG00000003354	Ccdc65	0.995539976154108	0	0.0659637961123216	0.8
ENSMUSG00000003355	Fkbp11	0.962848590807091	0.2	0.90884342643135	0.1
ENSMUSG00000003360	Ddx23	0.965478815342542	-0.1	0.284864821047695	-0.1
ENSMUSG00000003363	Pld3	0.594403256607671	-0.2	0.901361600232828	0
ENSMUSG00000003378	Grik5	0.940431385411227	-0.2	0.936378320296704	0
ENSMUSG00000003379	Cd79a	0.86848297086679	0.5	0.40215050062823	-0.4
ENSMUSG00000003380	Rabac1	0.956726275690101	-0.1	0.0365392732490042	-0.3
ENSMUSG00000003382	Etv3	0.997584770047705	0	0.447214447559636	-0.1
ENSMUSG00000003402	Prkcsh	0.914578310432876	-0.1	0.656947076355342	-0.1
ENSMUSG00000003410	Elavl3	0.000268782221671121	1.5	1.08775902086388e-07	1.2
ENSMUSG00000003411	Rab3b	0.993887174766279	0	0.979260364255732	0
ENSMUSG00000003418	St8sia6	NA	-0.2	0.382365911958812	0.3
ENSMUSG00000003420	Fcgrt	0.982286243280519	0.1	0.0249484379049763	-0.3
ENSMUSG00000003421	Nosip	0.95788993551625	-0.1	0.989811729952247	0
ENSMUSG00000003423	Pih1d1	0.948075966031303	-0.1	0.25489797550262	-0.2
ENSMUSG00000003429	Rps11	0.849472077341126	-0.2	0.0593831567165703	-0.3
ENSMUSG00000003435	Supt5	0.964893050621764	-0.1	0.630519878633905	-0.1
ENSMUSG00000003436	Dll3	NA	-0.4	NA	-0.4
ENSMUSG00000003437	Paf1	0.714242196168365	-0.2	0.13581501335775	-0.2
ENSMUSG00000003438	Timm50	0.963140324842966	0.1	0.224289900122155	-0.2
ENSMUSG00000003444	Med29	0.821154488617947	-0.3	0.167561777783543	-0.3
ENSMUSG00000003452	Bicd1	0.768832064152954	-0.4	0.942406920415956	0
ENSMUSG00000003458	Ncstn	0.903805474355453	-0.1	0.13282862570515	-0.1
ENSMUSG00000003464	Pex19	0.816024527867752	0.3	0.910653064281751	0
ENSMUSG00000003469	Phyhip	NA	-0.2	0.006682420328847	-0.8
ENSMUSG00000003476	Crhr2	0.985119064813798	-0.1	0.549512581397856	-0.3
ENSMUSG00000003477	Inmt	0.992062449414981	0	0.0449363536671547	-0.7
ENSMUSG00000003484	Cyp4f18	0.989473296544104	0.1	0.108253445650374	-0.3
ENSMUSG00000003500	Impdh1	0.977611581387465	-0.1	0.00873125989904786	-0.5
ENSMUSG00000003505	Psg18	NA	0	NA	0
ENSMUSG00000003518	Dusp3	0.859524557031804	-0.2	0.0874408605359082	-0.3
ENSMUSG00000003526	Prodh	0.863613817196326	0.4	0.047686571864464	0.5
ENSMUSG00000003527	Ess2	0.964893050621764	-0.1	0.908921046754565	0
ENSMUSG00000003528	Slc25a1	0.995187671336938	0	0.559184082939531	-0.2
ENSMUSG00000003531	Dgcr6	0.9924007127335	0	0.444155784796132	-0.2
ENSMUSG00000003534	Ddr1	0.926084737821418	0.2	0.00692045623606232	0.4
ENSMUSG00000003541	Ier3	0.189508119848878	-0.8	0.25356768753813	-0.2
ENSMUSG00000003545	Fosb	0.858357751530651	-0.5	NA	0.6
ENSMUSG00000003546	Klc4	0.946430773781371	-0.1	0.156248457978968	0.3
ENSMUSG00000003549	Ercc1	0.944397893946403	0.1	0.653968754156087	0.1
ENSMUSG00000003555	Cyp17a1	0.992062449414981	0	0.111018497208926	0.8
ENSMUSG00000003559	As3mt	0.978033528963831	-0.1	0.034944977704364	0.3
ENSMUSG00000003573	Homer3	0.927841501551459	-0.1	0.762513116699283	-0.1
ENSMUSG00000003575	Crtc1	0.912774993292092	-0.1	0.97599278152001	0
ENSMUSG00000003581	Rnf215	0.93375042745218	-0.1	0.105675451029809	-0.2
ENSMUSG00000003585	Sec14l2	0.996902735873204	0	0.0683614515123124	0.7
ENSMUSG00000003604	Aven	0.989473296544104	0	0.91661910965254	0
ENSMUSG00000003617	Cp	0.895902076248522	0.4	0.668743252459498	0.2
ENSMUSG00000003623	Crot	0.998767102335689	0	0.281266320852051	0.1
ENSMUSG00000003644	Rps6ka1	0.988077505026325	0.1	0.521106860386017	0.1
ENSMUSG00000003657	Calb2	NA	0	NA	0
ENSMUSG00000003660	Snrnp200	0.958536775971632	0	0.435280423087163	0.1
ENSMUSG00000003662	Ciao1	0.985477003342205	0	0.710005358157335	0
ENSMUSG00000003665	Has1	NA	0.2	0.445083327566085	-0.3
ENSMUSG00000003680	Taf6l	0.970592910954253	-0.1	0.987490284215782	0
ENSMUSG00000003721	Insig2	0.996902735873204	0	0.0301293495633044	-0.3
ENSMUSG00000003731	Kpna6	0.988077505026325	0	0.92594761034225	0
ENSMUSG00000003746	Man1a	0.92060883548718	-0.2	0.449581794862744	-0.2
ENSMUSG00000003752	Itpkc	0.911378774250757	0.2	0.113213257374994	0.3
ENSMUSG00000003762	Coq8b	0.810393391712966	0.2	0.18453827343815	0.3
ENSMUSG00000003778	Brd8	0.922097196766542	-0.1	0.639024926580493	0
ENSMUSG00000003779	Kif20a	0.897066953986583	-0.3	0.930311931906211	0
ENSMUSG00000003808	Farsa	0.964893050621764	-0.1	0.974507606256406	0
ENSMUSG00000003809	Gcdh	0.989473296544104	0	0.000930754826421419	-0.3
ENSMUSG00000003810	Mast2	0.927125348107327	-0.1	0.000143378148980269	-0.4
ENSMUSG00000003812	Dnase2a	0.994143526018358	0	0.748134559602239	0.1
ENSMUSG00000003813	Rad23a	0.971731735460095	-0.1	0.159034428876637	-0.2
ENSMUSG00000003814	Calr	0.964893050621764	-0.1	0.206360712758024	-0.2
ENSMUSG00000003824	Syce2	0.956451476722166	-0.1	0.0631070269809389	0.5
ENSMUSG00000003847	Nfat5	0.970938645220623	-0.1	0.0308242364349079	0.5
ENSMUSG00000003848	Nob1	0.995187671336938	0	0.973704148284258	0
ENSMUSG00000003849	Nqo1	NA	-0.2	0.0460922560156163	0.4
ENSMUSG00000003863	Ppfia3	0.24688705499439	-0.9	1.25598020098641e-05	-1.1
ENSMUSG00000003865	Gys1	0.930838664653922	0.2	0.145530553457198	-0.2
ENSMUSG00000003868	Ruvbl2	0.983887755500604	0	0.614742100286604	0.1
ENSMUSG00000003872	Lin7b	0.897066953986583	-0.4	0.00736002575828242	-1
ENSMUSG00000003873	Bax	0.979168526447267	-0.1	0.693109450560926	-0.1
ENSMUSG00000003882	Il7r	0.81042965325613	0.4	0.0833693570465868	0.8
ENSMUSG00000003923	Tfam	0.930391458980354	0.1	0.0823640928888895	0.2
ENSMUSG00000003929	Zfp81	0.988077505026325	0	0.115655788780357	0.4
ENSMUSG00000003934	Efnb3	0.25482683817245	-0.7	0.0380313920000354	0.9
ENSMUSG00000003948	Mmd	0.911378774250757	0.3	0.274790121371751	0.3
ENSMUSG00000003949	Hlf	0.979043132003519	0.1	0.0121896904533394	0.7
ENSMUSG00000003955	Fam162a	0.922610660400577	-0.1	0.313083402635172	-0.1
ENSMUSG00000003970	Rpl8	0.882406590726005	-0.2	0.284891138678324	-0.2
ENSMUSG00000003974	Grm3	NA	0	NA	0.1
ENSMUSG00000003992	Ssbp2	0.981217589773868	-0.1	5.49425689664034e-06	0.4
ENSMUSG00000004018	Fancl	0.55251512744003	0.4	0.275229081771894	0.3
ENSMUSG00000004031	Brinp2	0.74106736675887	-0.6	NA	0.7
ENSMUSG00000004032	Gstm5	0.989473296544104	0	0.0503626863914974	0.9
ENSMUSG00000004035	Gstm7	0.958536775971632	0.2	0.0111258468322397	1.1
ENSMUSG00000004038	Gstm3	0.87159583867488	-0.4	NA	0.1
ENSMUSG00000004040	Stat3	0.982286243280519	0	0.0305672292958057	-0.2
ENSMUSG00000004043	Stat5a	0.883908911477376	0.3	0.218636843408645	-0.2
ENSMUSG00000004044	Cavin1	0.930391458980354	-0.2	0.014253343377128	-0.4
ENSMUSG00000004054	Map3k11	0.972043585237357	-0.1	0.295731993081206	-0.1
ENSMUSG00000004056	Akt2	0.989473296544104	0	0.00104128859845865	-0.4
ENSMUSG00000004069	Dnaja3	0.989473296544104	0	0.970643564548694	0
ENSMUSG00000004070	Hmox2	0.992090861301275	0	0.754038790696676	-0.1
